"","DATE","HOUR","STATION","FSP","NO2","NOX","O3","RSP","SO2"
"92181","2/5/17",21,"CENTRAL/WESTERN",41,107,159,4,52,5
"92182","2/5/17",22,"CENTRAL/WESTERN",30,97,128,11,37,2
"92183","2/5/17",23,"CENTRAL/WESTERN",30,53,55,53,37,0
"92184","2/5/17",24,"CENTRAL/WESTERN",32,30,31,74,41,1
"92185","3/5/17",1,"CENTRAL/WESTERN",28,43,45,75,52,5
"92186","3/5/17",2,"CENTRAL/WESTERN",29,30,31,85,53,5
"92187","3/5/17",3,"CENTRAL/WESTERN",31,34,35,75,54,6
"92188","3/5/17",4,"CENTRAL/WESTERN",30,34,35,74,57,7
"92189","3/5/17",5,"CENTRAL/WESTERN",26,29,30,77,53,7
"92190","3/5/17",6,"CENTRAL/WESTERN",31,29,31,74,58,6
"92191","3/5/17",7,"CENTRAL/WESTERN",32,31,31,73,59,6
"92192","3/5/17",8,"CENTRAL/WESTERN",33,36,37,76,65,7
"92193","3/5/17",9,"CENTRAL/WESTERN",30,42,46,65,52,8
"92194","3/5/17",10,"CENTRAL/WESTERN",35,54,62,53,55,7
"92195","3/5/17",11,"CENTRAL/WESTERN",35,48,57,58,57,7
"92196","3/5/17",12,"CENTRAL/WESTERN",35,55,68,52,56,6
"92197","3/5/17",13,"CENTRAL/WESTERN",39,71,97,41,58,7
"92198","3/5/17",14,"CENTRAL/WESTERN",41,99,141,19,60,11
"92199","3/5/17",15,"CENTRAL/WESTERN",49,121,233,8,68,15
"92200","3/5/17",16,"CENTRAL/WESTERN",46,110,215,13,67,13
"92201","3/5/17",17,"CENTRAL/WESTERN",34,93,132,15,52,11
"92202","3/5/17",18,"CENTRAL/WESTERN",29,121,316,3,52,19
"92203","3/5/17",19,"CENTRAL/WESTERN",40,145,459,1,86,32
"92204","3/5/17",20,"CENTRAL/WESTERN",46,132,335,1,75,25
"92205","3/5/17",21,"CENTRAL/WESTERN",46,120,293,1,66,17
"92206","3/5/17",22,"CENTRAL/WESTERN",42,100,196,1,61,10
"92207","3/5/17",23,"CENTRAL/WESTERN",35,87,151,2,50,7
"92208","3/5/17",24,"CENTRAL/WESTERN",33,92,341,7,47,12
"92209","4/5/17",1,"CENTRAL/WESTERN",27,34,35,111,48,7
"92210","4/5/17",2,"CENTRAL/WESTERN",27,23,23,116,48,7
"92211","4/5/17",3,"CENTRAL/WESTERN",25,18,18,115,45,7
"92212","4/5/17",4,"CENTRAL/WESTERN",25,14,15,113,45,8
"92213","4/5/17",5,"CENTRAL/WESTERN",23,14,14,110,43,7
"92214","4/5/17",6,"CENTRAL/WESTERN",22,13,13,109,42,6
"92215","4/5/17",7,"CENTRAL/WESTERN",21,22,23,95,41,7
"92216","4/5/17",8,"CENTRAL/WESTERN",24,46,51,71,41,7
"92217","4/5/17",9,"CENTRAL/WESTERN",23,53,62,65,41,7
"92218","4/5/17",10,"CENTRAL/WESTERN",22,69,84,52,41,7
"92219","4/5/17",11,"CENTRAL/WESTERN",27,58,72,64,50,7
"92223","4/5/17",15,"CENTRAL/WESTERN",25,42,52,82,46,4
"92224","4/5/17",16,"CENTRAL/WESTERN",23,42,50,78,43,5
"92225","4/5/17",17,"CENTRAL/WESTERN",23,47,54,67,43,5
"92226","4/5/17",18,"CENTRAL/WESTERN",25,55,60,55,45,4
"92227","4/5/17",19,"CENTRAL/WESTERN",25,79,84,41,46,5
"92228","4/5/17",20,"CENTRAL/WESTERN",23,80,82,47,45,9
"92229","4/5/17",21,"CENTRAL/WESTERN",33,78,81,46,55,7
"92230","4/5/17",22,"CENTRAL/WESTERN",32,59,60,60,54,6
"92231","4/5/17",23,"CENTRAL/WESTERN",34,42,43,66,53,5
"92233","5/5/17",1,"CENTRAL/WESTERN",21,103,226,0,31,34
"92234","5/5/17",2,"CENTRAL/WESTERN",22,104,242,0,32,38
"92235","5/5/17",3,"CENTRAL/WESTERN",23,102,262,0,32,39
"92236","5/5/17",4,"CENTRAL/WESTERN",27,99,316,0,38,34
"92237","5/5/17",5,"CENTRAL/WESTERN",25,93,282,0,35,32
"92238","5/5/17",6,"CENTRAL/WESTERN",27,91,250,0,36,33
"92239","5/5/17",7,"CENTRAL/WESTERN",32,97,307,1,42,51
"92240","5/5/17",8,"CENTRAL/WESTERN",45,103,419,1,58,43
"92241","5/5/17",9,"CENTRAL/WESTERN",49,112,401,1,62,49
"92242","5/5/17",10,"CENTRAL/WESTERN",52,127,386,2,66,38
"92243","5/5/17",11,"CENTRAL/WESTERN",55,123,304,3,71,42
"92244","5/5/17",12,"CENTRAL/WESTERN",51,119,229,9,66,33
"92245","5/5/17",13,"CENTRAL/WESTERN",39,99,154,24,51,25
"92246","5/5/17",14,"CENTRAL/WESTERN",28,101,139,39,36,20
"92247","5/5/17",15,"CENTRAL/WESTERN",30,80,92,111,41,15
"92248","5/5/17",16,"CENTRAL/WESTERN",35,65,70,136,45,13
"92249","5/5/17",17,"CENTRAL/WESTERN",34,88,95,111,44,14
"92250","5/5/17",18,"CENTRAL/WESTERN",34,85,88,124,45,14
"92251","5/5/17",19,"CENTRAL/WESTERN",40,77,78,182,51,14
"92252","5/5/17",20,"CENTRAL/WESTERN",64,62,62,249,77,16
"92253","5/5/17",21,"CENTRAL/WESTERN",73,139,156,124,92,23
"92254","5/5/17",22,"CENTRAL/WESTERN",58,107,108,119,76,24
"92255","5/5/17",23,"CENTRAL/WESTERN",62,126,128,84,76,23
"92256","5/5/17",24,"CENTRAL/WESTERN",64,159,197,32,84,30
"92257","6/5/17",1,"CENTRAL/WESTERN",12,10,11,50,26,6
"92258","6/5/17",2,"CENTRAL/WESTERN",11,10,11,51,23,7
"92259","6/5/17",3,"CENTRAL/WESTERN",11,9,10,51,21,7
"92262","6/5/17",6,"CENTRAL/WESTERN",14,8,10,52,26,7
"92263","6/5/17",7,"CENTRAL/WESTERN",12,9,10,52,25,6
"92265","6/5/17",9,"CENTRAL/WESTERN",10,19,25,47,24,7
"92266","6/5/17",10,"CENTRAL/WESTERN",13,19,25,49,28,8
"92275","6/5/17",19,"CENTRAL/WESTERN",10,15,17,46,22,1
"92276","6/5/17",20,"CENTRAL/WESTERN",10,28,32,29,24,2
"92277","6/5/17",21,"CENTRAL/WESTERN",12,21,24,34,22,3
"92278","6/5/17",22,"CENTRAL/WESTERN",10,16,17,37,20,2
"92279","6/5/17",23,"CENTRAL/WESTERN",8,17,21,36,18,1
"92280","6/5/17",24,"CENTRAL/WESTERN",10,17,19,34,20,3
"92281","7/5/17",1,"CENTRAL/WESTERN",5,37,43,7,10,5
"92282","7/5/17",2,"CENTRAL/WESTERN",4,33,40,8,9,6
"92283","7/5/17",3,"CENTRAL/WESTERN",7,28,30,13,12,7
"92284","7/5/17",4,"CENTRAL/WESTERN",6,22,22,19,11,5
"92285","7/5/17",5,"CENTRAL/WESTERN",3,29,30,13,9,5
"92286","7/5/17",6,"CENTRAL/WESTERN",3,26,29,14,8,5
"92287","7/5/17",7,"CENTRAL/WESTERN",5,28,38,11,11,5
"92288","7/5/17",8,"CENTRAL/WESTERN",6,32,62,9,12,8
"92289","7/5/17",9,"CENTRAL/WESTERN",7,35,79,10,13,7
"92290","7/5/17",10,"CENTRAL/WESTERN",7,37,72,13,13,6
"92291","7/5/17",11,"CENTRAL/WESTERN",11,33,57,23,18,6
"92292","7/5/17",12,"CENTRAL/WESTERN",11,37,59,19,19,5
"92293","7/5/17",13,"CENTRAL/WESTERN",8,38,60,21,15,5
"92294","7/5/17",14,"CENTRAL/WESTERN",10,31,47,34,17,5
"92295","7/5/17",15,"CENTRAL/WESTERN",9,28,41,35,16,5
"92296","7/5/17",16,"CENTRAL/WESTERN",7,36,55,21,14,5
"92297","7/5/17",17,"CENTRAL/WESTERN",9,29,38,26,17,5
"92298","7/5/17",18,"CENTRAL/WESTERN",3,37,58,14,9,4
"92299","7/5/17",19,"CENTRAL/WESTERN",6,23,28,24,11,3
"92300","7/5/17",20,"CENTRAL/WESTERN",5,27,33,20,10,3
"92301","7/5/17",21,"CENTRAL/WESTERN",6,23,27,25,11,4
"92302","7/5/17",22,"CENTRAL/WESTERN",5,29,38,20,11,4
"92303","7/5/17",23,"CENTRAL/WESTERN",4,26,31,20,9,4
"92304","7/5/17",24,"CENTRAL/WESTERN",3,23,26,21,10,4
"92305","8/5/17",1,"CENTRAL/WESTERN",10,46,61,11,18,11
"92325","8/5/17",21,"CENTRAL/WESTERN",10,18,21,30,19,7
"92326","8/5/17",22,"CENTRAL/WESTERN",12,28,33,23,19,18
"92327","8/5/17",23,"CENTRAL/WESTERN",14,21,23,28,21,11
"92328","8/5/17",24,"CENTRAL/WESTERN",14,19,24,32,22,10
"92329","9/5/17",1,"CENTRAL/WESTERN",9,36,63,14,18,5
"92330","9/5/17",2,"CENTRAL/WESTERN",8,14,20,35,17,4
"92331","9/5/17",3,"CENTRAL/WESTERN",9,16,21,29,18,6
"92332","9/5/17",4,"CENTRAL/WESTERN",9,21,26,23,17,5
"92333","9/5/17",5,"CENTRAL/WESTERN",7,11,15,38,14,4
"92334","9/5/17",6,"CENTRAL/WESTERN",4,14,21,39,9,3
"92335","9/5/17",7,"CENTRAL/WESTERN",7,20,30,31,10,3
"92336","9/5/17",8,"CENTRAL/WESTERN",8,58,110,4,13,4
"92337","9/5/17",9,"CENTRAL/WESTERN",11,51,114,11,17,9
"92338","9/5/17",10,"CENTRAL/WESTERN",12,36,69,18,20,8
"92339","9/5/17",11,"CENTRAL/WESTERN",18,30,52,27,29,9
"92340","9/5/17",12,"CENTRAL/WESTERN",15,22,36,36,26,6
"92341","9/5/17",13,"CENTRAL/WESTERN",13,25,40,40,23,5
"92342","9/5/17",14,"CENTRAL/WESTERN",16,18,30,41,25,5
"92343","9/5/17",15,"CENTRAL/WESTERN",10,17,29,41,19,3
"92344","9/5/17",16,"CENTRAL/WESTERN",13,17,29,38,23,4
"92345","9/5/17",17,"CENTRAL/WESTERN",11,16,26,42,20,4
"92346","9/5/17",18,"CENTRAL/WESTERN",10,12,19,42,19,3
"92347","9/5/17",19,"CENTRAL/WESTERN",12,12,17,41,20,3
"92348","9/5/17",20,"CENTRAL/WESTERN",12,12,18,37,20,3
"92349","9/5/17",21,"CENTRAL/WESTERN",9,16,23,33,17,3
"92350","9/5/17",22,"CENTRAL/WESTERN",10,12,18,36,18,3
"92351","9/5/17",23,"CENTRAL/WESTERN",12,12,18,35,19,3
"92352","9/5/17",24,"CENTRAL/WESTERN",10,23,32,15,18,2
"92353","1/6/17",1,"CENTRAL/WESTERN",33,66,69,36,46,6
"92354","1/6/17",2,"CENTRAL/WESTERN",27,39,40,65,39,4
"92355","1/6/17",3,"CENTRAL/WESTERN",28,30,31,67,40,4
"92356","1/6/17",4,"CENTRAL/WESTERN",25,31,32,57,36,5
"92357","1/6/17",5,"CENTRAL/WESTERN",23,19,19,69,33,5
"92358","1/6/17",6,"CENTRAL/WESTERN",28,21,21,63,39,6
"92359","1/6/17",7,"CENTRAL/WESTERN",31,27,28,55,42,7
"92360","1/6/17",8,"CENTRAL/WESTERN",32,51,58,34,44,9
"92361","1/6/17",9,"CENTRAL/WESTERN",32,70,92,26,44,9
"92362","1/6/17",10,"CENTRAL/WESTERN",33,68,84,38,47,9
"92363","1/6/17",11,"CENTRAL/WESTERN",35,67,80,59,54,11
"92364","1/6/17",12,"CENTRAL/WESTERN",38,59,68,78,57,9
"92365","1/6/17",13,"CENTRAL/WESTERN",32,54,65,71,47,5
"92366","1/6/17",14,"CENTRAL/WESTERN",19,41,51,66,28,2
"92367","1/6/17",15,"CENTRAL/WESTERN",14,39,49,64,22,2
"92368","1/6/17",16,"CENTRAL/WESTERN",12,44,53,59,20,3
"92369","1/6/17",17,"CENTRAL/WESTERN",18,55,61,63,28,4
"92370","1/6/17",18,"CENTRAL/WESTERN",20,68,73,42,32,4
"92371","1/6/17",19,"CENTRAL/WESTERN",20,58,60,72,28,5
"92372","1/6/17",20,"CENTRAL/WESTERN",38,64,65,88,47,7
"92373","1/6/17",21,"CENTRAL/WESTERN",53,53,54,91,65,5
"92374","1/6/17",22,"CENTRAL/WESTERN",45,46,47,58,59,2
"92375","1/6/17",23,"CENTRAL/WESTERN",35,41,42,49,46,5
"92376","1/6/17",24,"CENTRAL/WESTERN",30,29,30,69,40,1
"92377","2/6/17",1,"CENTRAL/WESTERN",30,21,22,69,42,0
"92386","2/6/17",10,"CENTRAL/WESTERN",32,49,66,35,43,1
"92387","2/6/17",11,"CENTRAL/WESTERN",34,43,55,40,45,3
"92388","2/6/17",12,"CENTRAL/WESTERN",35,39,51,46,50,3
"92389","2/6/17",13,"CENTRAL/WESTERN",42,35,43,58,55,3
"92390","2/6/17",14,"CENTRAL/WESTERN",40,41,49,59,52,4
"92391","2/6/17",15,"CENTRAL/WESTERN",34,42,50,67,48,4
"92392","2/6/17",16,"CENTRAL/WESTERN",31,40,47,80,46,5
"92393","2/6/17",17,"CENTRAL/WESTERN",30,42,47,76,46,6
"92394","2/6/17",18,"CENTRAL/WESTERN",26,43,45,76,42,6
"92395","2/6/17",19,"CENTRAL/WESTERN",25,42,44,81,45,6
"92396","2/6/17",20,"CENTRAL/WESTERN",31,44,45,86,54,8
"92397","2/6/17",21,"CENTRAL/WESTERN",41,40,41,93,66,8
"92398","2/6/17",22,"CENTRAL/WESTERN",46,29,30,101,72,8
"92399","2/6/17",23,"CENTRAL/WESTERN",50,24,25,106,78,9
"92400","2/6/17",24,"CENTRAL/WESTERN",53,22,22,104,80,8
"92401","3/6/17",1,"CENTRAL/WESTERN",39,115,383,1,60,15
"92402","3/6/17",2,"CENTRAL/WESTERN",47,116,452,1,66,28
"92403","3/6/17",3,"CENTRAL/WESTERN",45,93,294,1,62,17
"92404","3/6/17",4,"CENTRAL/WESTERN",34,94,368,1,47,27
"92405","3/6/17",5,"CENTRAL/WESTERN",33,75,226,1,47,15
"92406","3/6/17",6,"CENTRAL/WESTERN",32,86,347,1,43,20
"92407","3/6/17",7,"CENTRAL/WESTERN",34,80,272,1,45,16
"92408","3/6/17",8,"CENTRAL/WESTERN",30,92,308,1,41,12
"92409","3/6/17",9,"CENTRAL/WESTERN",41,92,346,2,56,18
"92410","3/6/17",10,"CENTRAL/WESTERN",39,79,132,14,54,10
"92411","3/6/17",11,"CENTRAL/WESTERN",26,87,149,13,40,8
"92412","3/6/17",12,"CENTRAL/WESTERN",27,93,147,15,43,8
"92413","3/6/17",13,"CENTRAL/WESTERN",29,76,127,20,48,11
"92414","3/6/17",14,"CENTRAL/WESTERN",30,79,105,34,49,7
"92415","3/6/17",15,"CENTRAL/WESTERN",32,90,111,41,55,8
"92416","3/6/17",16,"CENTRAL/WESTERN",38,98,113,38,64,10
"92417","3/6/17",17,"CENTRAL/WESTERN",41,126,157,17,66,20
"92418","3/6/17",18,"CENTRAL/WESTERN",37,76,81,53,59,9
"92419","3/6/17",19,"CENTRAL/WESTERN",25,65,67,53,36,5
"92420","3/6/17",20,"CENTRAL/WESTERN",15,57,59,62,28,9
"92421","3/6/17",21,"CENTRAL/WESTERN",15,42,43,76,27,6
"92422","3/6/17",22,"CENTRAL/WESTERN",15,35,36,82,26,5
"92423","3/6/17",23,"CENTRAL/WESTERN",16,30,30,87,27,5
"92424","3/6/17",24,"CENTRAL/WESTERN",15,29,29,90,27,5
"92425","4/6/17",1,"CENTRAL/WESTERN",30,33,33,65,48,6
"92426","4/6/17",2,"CENTRAL/WESTERN",29,26,26,69,50,5
"92427","4/6/17",3,"CENTRAL/WESTERN",27,19,20,71,47,4
"92428","4/6/17",4,"CENTRAL/WESTERN",27,18,18,68,45,4
"92429","4/6/17",5,"CENTRAL/WESTERN",26,24,24,56,46,5
"92430","4/6/17",6,"CENTRAL/WESTERN",21,29,30,50,39,6
"92431","4/6/17",7,"CENTRAL/WESTERN",22,34,35,45,40,5
"92432","4/6/17",8,"CENTRAL/WESTERN",22,44,49,36,41,6
"92433","4/6/17",9,"CENTRAL/WESTERN",23,67,91,17,41,7
"92434","4/6/17",10,"CENTRAL/WESTERN",24,71,102,16,45,6
"92435","4/6/17",11,"CENTRAL/WESTERN",27,61,86,29,50,6
"92436","4/6/17",12,"CENTRAL/WESTERN",23,57,74,35,46,6
"92437","4/6/17",13,"CENTRAL/WESTERN",26,45,56,52,49,6
"92438","4/6/17",14,"CENTRAL/WESTERN",25,58,75,43,49,9
"92439","4/6/17",15,"CENTRAL/WESTERN",31,57,73,45,55,8
"92440","4/6/17",16,"CENTRAL/WESTERN",27,79,111,22,50,7
"92441","4/6/17",17,"CENTRAL/WESTERN",26,79,113,16,49,7
"92442","4/6/17",18,"CENTRAL/WESTERN",25,79,115,11,46,6
"92443","4/6/17",19,"CENTRAL/WESTERN",26,85,107,10,44,6
"92444","4/6/17",20,"CENTRAL/WESTERN",24,84,105,7,42,9
"92445","4/6/17",21,"CENTRAL/WESTERN",30,79,101,8,48,11
"92446","4/6/17",22,"CENTRAL/WESTERN",29,70,82,10,45,7
"92447","4/6/17",23,"CENTRAL/WESTERN",25,66,84,10,37,5
"92448","4/6/17",24,"CENTRAL/WESTERN",29,61,70,14,39,11
"92449","5/6/17",1,"CENTRAL/WESTERN",83,187,295,5,113,31
"92450","5/6/17",2,"CENTRAL/WESTERN",85,174,227,5,110,32
"92451","5/6/17",3,"CENTRAL/WESTERN",84,111,115,62,100,28
"92452","5/6/17",4,"CENTRAL/WESTERN",69,34,34,167,81,20
"92453","5/6/17",5,"CENTRAL/WESTERN",62,39,40,129,74,24
"92454","5/6/17",6,"CENTRAL/WESTERN",73,44,44,114,87,27
"92455","5/6/17",7,"CENTRAL/WESTERN",67,47,47,132,79,24
"92456","5/6/17",8,"CENTRAL/WESTERN",59,84,99,95,70,23
"92457","5/6/17",9,"CENTRAL/WESTERN",77,176,280,9,92,46
"92458","5/6/17",10,"CENTRAL/WESTERN",99,170,229,29,119,35
"92459","5/6/17",11,"CENTRAL/WESTERN",104,156,183,74,132,33
"92460","5/6/17",12,"CENTRAL/WESTERN",105,123,131,121,134,23
"92461","5/6/17",13,"CENTRAL/WESTERN",83,112,120,147,107,18
"92462","5/6/17",14,"CENTRAL/WESTERN",70,84,88,168,92,22
"92463","5/6/17",15,"CENTRAL/WESTERN",54,54,58,144,71,9
"92464","5/6/17",16,"CENTRAL/WESTERN",32,53,59,90,44,7
"92465","5/6/17",17,"CENTRAL/WESTERN",22,72,81,69,34,8
"92466","5/6/17",18,"CENTRAL/WESTERN",25,60,63,79,37,6
"92467","5/6/17",19,"CENTRAL/WESTERN",25,71,72,79,36,8
"92468","5/6/17",20,"CENTRAL/WESTERN",34,76,76,118,43,17
"92469","5/6/17",21,"CENTRAL/WESTERN",52,56,57,151,60,13
"92470","5/6/17",22,"CENTRAL/WESTERN",56,47,47,158,64,11
"92471","5/6/17",23,"CENTRAL/WESTERN",46,37,37,133,52,9
"92472","5/6/17",24,"CENTRAL/WESTERN",30,37,37,85,36,8
"92473","6/6/17",1,"CENTRAL/WESTERN",7,9,10,42,16,2
"92475","6/6/17",3,"CENTRAL/WESTERN",10,7,7,45,15,3
"92476","6/6/17",4,"CENTRAL/WESTERN",7,6,7,45,16,2
"92477","6/6/17",5,"CENTRAL/WESTERN",8,7,8,42,18,2
"92479","6/6/17",7,"CENTRAL/WESTERN",9,13,15,36,20,3
"92481","6/6/17",9,"CENTRAL/WESTERN",9,18,25,36,18,5
"92482","6/6/17",10,"CENTRAL/WESTERN",8,16,25,43,17,3
"92483","6/6/17",11,"CENTRAL/WESTERN",8,19,29,43,18,3
"92486","6/6/17",14,"CENTRAL/WESTERN",6,12,17,50,12,3
"92487","6/6/17",15,"CENTRAL/WESTERN",8,11,16,52,18,3
"92488","6/6/17",16,"CENTRAL/WESTERN",9,11,16,48,15,2
"92489","6/6/17",17,"CENTRAL/WESTERN",6,14,21,41,13,2
"92490","6/6/17",18,"CENTRAL/WESTERN",5,15,22,36,11,2
"92492","6/6/17",20,"CENTRAL/WESTERN",7,22,27,27,14,1
"92493","6/6/17",21,"CENTRAL/WESTERN",8,18,21,30,14,1
"92494","6/6/17",22,"CENTRAL/WESTERN",6,15,18,28,13,1
"92495","6/6/17",23,"CENTRAL/WESTERN",5,13,15,28,11,1
"92496","6/6/17",24,"CENTRAL/WESTERN",6,14,16,28,11,1
"92497","7/6/17",1,"CENTRAL/WESTERN",3,25,29,22,9,3
"92498","7/6/17",2,"CENTRAL/WESTERN",3,16,18,28,9,4
"92499","7/6/17",3,"CENTRAL/WESTERN",3,8,8,35,10,4
"92500","7/6/17",4,"CENTRAL/WESTERN",3,12,13,29,10,5
"92501","7/6/17",5,"CENTRAL/WESTERN",3,15,16,27,9,4
"92502","7/6/17",6,"CENTRAL/WESTERN",3,15,16,28,7,4
"92503","7/6/17",7,"CENTRAL/WESTERN",4,28,38,18,10,4
"92504","7/6/17",8,"CENTRAL/WESTERN",4,27,42,19,10,4
"92505","7/6/17",9,"CENTRAL/WESTERN",3,25,34,24,9,4
"92506","7/6/17",10,"CENTRAL/WESTERN",3,31,47,22,9,4
"92507","7/6/17",11,"CENTRAL/WESTERN",5,41,61,14,12,4
"92508","7/6/17",12,"CENTRAL/WESTERN",3,54,124,8,10,5
"92509","7/6/17",13,"CENTRAL/WESTERN",8,33,50,27,19,4
"92510","7/6/17",14,"CENTRAL/WESTERN",5,28,42,31,12,4
"92511","7/6/17",15,"CENTRAL/WESTERN",3,22,32,29,9,4
"92512","7/6/17",16,"CENTRAL/WESTERN",4,21,32,30,10,5
"92513","7/6/17",17,"CENTRAL/WESTERN",2,27,36,25,10,4
"92514","7/6/17",18,"CENTRAL/WESTERN",3,22,29,28,9,4
"92515","7/6/17",19,"CENTRAL/WESTERN",4,27,34,22,9,4
"92516","7/6/17",20,"CENTRAL/WESTERN",4,31,38,17,10,5
"92517","7/6/17",21,"CENTRAL/WESTERN",7,24,29,22,12,4
"92518","7/6/17",22,"CENTRAL/WESTERN",5,24,29,24,11,4
"92519","7/6/17",23,"CENTRAL/WESTERN",4,25,28,25,10,5
"92520","7/6/17",24,"CENTRAL/WESTERN",4,26,29,25,9,5
"92521","8/6/17",1,"CENTRAL/WESTERN",13,25,27,26,21,9
"92522","8/6/17",2,"CENTRAL/WESTERN",12,15,17,32,21,6
"92523","8/6/17",3,"CENTRAL/WESTERN",10,5,5,40,18,6
"92524","8/6/17",4,"CENTRAL/WESTERN",10,7,7,36,18,6
"92525","8/6/17",5,"CENTRAL/WESTERN",11,5,5,37,19,5
"92526","8/6/17",6,"CENTRAL/WESTERN",10,10,10,32,19,6
"92527","8/6/17",7,"CENTRAL/WESTERN",8,17,19,24,18,8
"92528","8/6/17",8,"CENTRAL/WESTERN",9,12,16,29,17,6
"92529","8/6/17",9,"CENTRAL/WESTERN",10,13,19,33,18,7
"92530","8/6/17",10,"CENTRAL/WESTERN",10,14,21,41,18,7
"92531","8/6/17",11,"CENTRAL/WESTERN",11,18,27,43,18,9
"92532","8/6/17",12,"CENTRAL/WESTERN",12,16,23,54,19,9
"92533","8/6/17",13,"CENTRAL/WESTERN",12,16,23,56,19,11
"92534","8/6/17",14,"CENTRAL/WESTERN",9,27,39,55,15,25
"92535","8/6/17",15,"CENTRAL/WESTERN",10,17,22,76,16,9
"92536","8/6/17",16,"CENTRAL/WESTERN",11,14,17,73,18,11
"92537","8/6/17",17,"CENTRAL/WESTERN",13,17,21,71,19,11
"92538","8/6/17",18,"CENTRAL/WESTERN",11,13,15,64,17,8
"92539","8/6/17",19,"CENTRAL/WESTERN",7,15,17,60,13,6
"92540","8/6/17",20,"CENTRAL/WESTERN",8,15,16,52,14,7
"92541","8/6/17",21,"CENTRAL/WESTERN",9,17,19,36,15,7
"92542","8/6/17",22,"CENTRAL/WESTERN",7,18,20,28,12,8
"92543","8/6/17",23,"CENTRAL/WESTERN",8,22,25,23,14,9
"92544","8/6/17",24,"CENTRAL/WESTERN",8,11,13,34,13,8
"92545","9/6/17",1,"CENTRAL/WESTERN",12,26,56,25,21,3
"92546","9/6/17",2,"CENTRAL/WESTERN",11,23,39,27,20,3
"92547","9/6/17",3,"CENTRAL/WESTERN",11,28,37,17,19,3
"92548","9/6/17",4,"CENTRAL/WESTERN",10,20,27,27,17,3
"92549","9/6/17",5,"CENTRAL/WESTERN",12,22,28,24,18,2
"92550","9/6/17",6,"CENTRAL/WESTERN",11,13,18,30,18,3
"92551","9/6/17",7,"CENTRAL/WESTERN",11,36,53,11,18,4
"92552","9/6/17",8,"CENTRAL/WESTERN",11,37,77,12,19,4
"92553","9/6/17",9,"CENTRAL/WESTERN",15,46,145,8,23,12
"92554","9/6/17",10,"CENTRAL/WESTERN",17,46,114,10,25,11
"92555","9/6/17",11,"CENTRAL/WESTERN",17,48,131,13,25,17
"92556","9/6/17",12,"CENTRAL/WESTERN",13,35,78,32,18,9
"92557","9/6/17",13,"CENTRAL/WESTERN",4,49,112,18,8,25
"92558","9/6/17",14,"CENTRAL/WESTERN",13,50,93,24,19,23
"92559","9/6/17",15,"CENTRAL/WESTERN",14,57,98,24,22,15
"92560","9/6/17",16,"CENTRAL/WESTERN",17,73,121,17,26,14
"92561","9/6/17",17,"CENTRAL/WESTERN",15,54,84,32,25,12
"92562","9/6/17",18,"CENTRAL/WESTERN",9,26,35,44,16,9
"92563","9/6/17",19,"CENTRAL/WESTERN",8,56,84,12,12,11
"92564","9/6/17",20,"CENTRAL/WESTERN",7,28,36,34,11,4
"92565","9/6/17",21,"CENTRAL/WESTERN",6,49,98,11,11,11
"92566","9/6/17",22,"CENTRAL/WESTERN",9,61,111,3,15,8
"92567","9/6/17",23,"CENTRAL/WESTERN",9,58,91,6,15,8
"92569","1/7/17",1,"CENTRAL/WESTERN",36,26,26,80,47,1
"92570","1/7/17",2,"CENTRAL/WESTERN",37,21,21,81,47,1
"92571","1/7/17",3,"CENTRAL/WESTERN",33,18,19,75,42,1
"92572","1/7/17",4,"CENTRAL/WESTERN",25,17,17,63,33,2
"92573","1/7/17",5,"CENTRAL/WESTERN",21,16,16,65,29,1
"92574","1/7/17",6,"CENTRAL/WESTERN",23,17,18,66,30,2
"92575","1/7/17",7,"CENTRAL/WESTERN",23,23,24,65,30,2
"92576","1/7/17",8,"CENTRAL/WESTERN",19,31,33,58,27,3
"92577","1/7/17",9,"CENTRAL/WESTERN",21,43,50,47,30,3
"92578","1/7/17",10,"CENTRAL/WESTERN",23,47,57,45,33,3
"92579","1/7/17",11,"CENTRAL/WESTERN",29,52,63,48,40,5
"92580","1/7/17",12,"CENTRAL/WESTERN",31,53,66,59,42,5
"92581","1/7/17",13,"CENTRAL/WESTERN",31,48,57,72,43,4
"92582","1/7/17",14,"CENTRAL/WESTERN",33,49,57,77,43,4
"92583","1/7/17",15,"CENTRAL/WESTERN",31,53,62,77,43,3
"92584","1/7/17",16,"CENTRAL/WESTERN",33,63,72,70,47,3
"92585","1/7/17",17,"CENTRAL/WESTERN",33,73,81,54,46,3
"92586","1/7/17",18,"CENTRAL/WESTERN",28,77,81,44,40,3
"92587","1/7/17",19,"CENTRAL/WESTERN",26,71,74,47,36,2
"92588","1/7/17",20,"CENTRAL/WESTERN",22,68,70,45,30,2
"92589","1/7/17",21,"CENTRAL/WESTERN",24,65,68,49,31,2
"92590","1/7/17",22,"CENTRAL/WESTERN",23,66,71,43,29,1
"92591","1/7/17",23,"CENTRAL/WESTERN",21,73,81,34,27,1
"92592","1/7/17",24,"CENTRAL/WESTERN",24,72,73,41,31,3
"92593","2/7/17",1,"CENTRAL/WESTERN",51,15,16,113,79,8
"92594","2/7/17",2,"CENTRAL/WESTERN",48,11,11,120,76,9
"92595","2/7/17",3,"CENTRAL/WESTERN",43,10,11,118,71,9
"92596","2/7/17",4,"CENTRAL/WESTERN",39,7,8,117,66,7
